"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特開2020-093275","特願2018-231888","2018/12/11","2020/06/18","スタッド溶接用の通電治具およびスタッド溶接方法","日新製鋼株式会社,日本製鉄株式会社","B23K9/20@C,B23K9/20@D,B23K9/23@K","特開2020-093275","","特許7172539","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-093275/11CA8496F0CD7A60DA6BBDF73379DCD82BDD39D71D15E23E0B2BEE74DCC772FA/11/ja"
"特開2020-089908","特願2018-229273","2018/12/06","2020/06/11","横向き溶接用スタッド","ダイヘンスタッド株式会社,株式会社竹中工務店","B23K9/20@B","特開2020-089908","","特許7226902","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-089908/E2FB172A34B7B7127EF47F94A8099C6607BC72B589034B09AB691E2C6007A732/11/ja"
"特開2020-089903","特願2018-227721","2018/12/04","2020/06/11","スタッド溶接ガン","日本ドライブイット株式会社","B23K9/20@E,B23K9/20@G,B23K9/20@F","特開2020-089903","","特許7261442","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-089903/0AA75842088FACD6DA3DA47735C364E57271544E6506E28BA5C6DC9C94E843F7/11/ja"
"特開2020-075277","特願2018-210947","2018/11/08","2020/05/21","スタッド溶接ガン用コレット組立体","日本ドライブイット株式会社","B23K9/20@E,B23K9/20@G,B23K11/00,530","特開2020-075277","","特許7240138","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-075277/84A4CCAB138080C21FB96719B1ECEE2FA90A34770BB8B8F9CCB4435342914AB8/11/ja"
"特開2020-066934","特願2018-200758","2018/10/25","2020/04/30","トップライト構造及びトップライト施工方法","トヨタホーム株式会社","E04D13/03@Z,E04B1/94@D,E04B7/18@A","特開2020-066934","","特許7164080","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-066934/4C0312CB45DAD1875348A7C04B54E7AC2D8DC044A586B9AE80640E7E831DC706/11/ja"
"特開2020-062668","特願2018-196682","2018/10/18","2020/04/23","異材接合用アークスタッド溶接法及び接合補助部材","株式会社神戸製鋼所","B23K9/20@A,B23K9/20@B,B23K9/23@H","特開2020-062668","","特許7160625","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-062668/1D17960AC017202DE643C9964B70F1AE1381835A026E0F5C38EB07FD503594FE/11/ja"
"特開2020-058140","特願2018-187285","2018/10/02","2020/04/09","受電設備","エナジーサポート株式会社,株式会社大林組","H02J3/32,H02J7/34@J","特開2020-058140","","特許7221634","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-058140/364B5CC2B90DCE808CD474CED4D7573473641B87B39E3E28F634702943D12FB6/11/ja"
"特開2020-056204","特願2018-187001","2018/10/01","2020/04/09","煙突内部の壁面吹付け補修装置","株式会社奥村組,新日鐵住金株式会社","E04G23/02@C,E04H12/28@Z","特開2020-056204","","特許7132062","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-056204/B1B0CA2B31A443C017888F0C53FC958B9C7C4C79169CF6F153F3BD3FBA7FBFDE/11/ja"
"特開2020-051206","特願2018-184248","2018/09/28","2020/04/02","複合スタッド、床構造及び床構造の構築方法","国立大学法人京都大学","E04B1/48@A,E04B5/43@Z,E04B5/32@D","特開2020-051206","","特許7082413","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-051206/CD0D2A65452FCA24A5454B5BBBA734A956D8BBA6BA18F699FC15B33E9739959C/11/ja"
"特開2020-051186","特願2018-183848","2018/09/28","2020/04/02","座屈拘束ブレース","大和ハウス工業株式会社","E04B1/58@D,E04B1/58@F,E04H9/02,331","特開2020-051186","","特許7175694","異議2023-700525","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-051186/1F5869A1EF25F90A90213F1B1D8431D311E41D1FACEA7D296B1BA5DF8E36062B/11/ja"
"特開2020-041350","特願2018-170586","2018/09/12","2020/03/19","プレストレストコンクリート用構造体","株式会社石井鐵工所","E04H7/20,E04B2/86,611@B,E04G17/065@Z,B65D90/02@N","特開2020-041350","","特許7223391","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-041350/07B891A0AEDBC22ED9A179F1732BED8976C84DBCA43E3A41195204D83CF61ED4/11/ja"
"特開2020-037122","特願2018-165649","2018/09/05","2020/03/12","金属面の修復方法","株式会社自研センター","B21D1/06@B,B60S5/00,B21D1/12@A,C09J5/00,C09J201/00","特開2020-037122","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-037122/EEDE053C28E98EF8D6825170A6DD36045642DC1796998B7EDEDBE61846FB232C/11/ja"
"特開2020-028972","特願2019-209587","2019/11/20","2020/02/27","フレキシブル搬送システム","クーカ・システムズ・ノース・アメリカ・エルエルシー","B23P19/00,302@F,B23P21/00,303@A,B65G54/02","特開2020-028972","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-028972/D1F54629E8D7D463EB307D009DB85C6CE49E0B9F96203FF679F4F1B48D1F2680/11/ja"
"特開2020-022997","特願2019-163613","2019/09/09","2020/02/13","層構造パネルの製造方法","アイソレールマテリアレンインダストリー　プル　ビー．ヴィ．","B23K11/11,540,B63B73/43","特開2020-022997","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-022997/6BE6272B5BB224C79332F19A8DDF9531BE9E6735BFA76ECBD6CE3CBC18DFA10B/11/ja"
"再表2020/026919","特願2020-533460","2019/07/24","2020/02/06","セラミック部材","京セラ株式会社","C04B35/111,C04B35/569,H01L23/14@C","WO2020/026919","","特許7101246","","再表2020/026919","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-026919/ADAF0058339B6E282964688C6AEFF26977485EFBBFD48703DC4C0D2D400F1809/19/ja"
"特許6628952","特願2019-555701","2019/09/02","2020/01/15","クリンチングファスナ圧入方法、及びこの圧入方法に用いられるファスナリング治具","株式会社津田工業","B21J15/00@Z,B21D28/36@Z,B21D39/00@D,B21D39/00@B","WO2020/079974","","特許6628952","","再表2020/079974","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-6628952/1E91865A9F29C714E9A5660E67053C19548344FA00199C8297003A521A3610C5/15/ja"
"特表2022-525827","特願2021-521745","2019/06/26","2020/01/02","可撓性取り付けデバイスを用いて識別タグを物体に取り付けるためのシステムおよび方法","インテリジェント　デザイン　システムズ　インコーポレイテッド","G06K19/077,220,B65D25/20@P,G09F3/18@Z","特表2022-525827","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-525827/0EDC4F067621DD06D2BDD0359ADC25DC943BD47018DDBFE8E10FF286D16B631A/11/ja"
"特表2021-523339","特願2020-560949","2019/05/10","2019/11/21","回転シリンダ装置","グレンツェバッハ　ビーエスエイチ　ゲーエムベーハー","F27D9/00,B23K9/173@A,B23K20/12@G,B23K9/18@Z,B23K9/20@Z,B23K9/08@A,F28F5/02,F28D11/02","特表2021-523339","","特許7286901","拒絶2022-020830","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2021-523339/A3195082A4E75C756E765316E1C0FAB1EA927CA73E5E2E0D838E92448BE109F6/11/ja"
"特開2019-193945","特願2018-088789","2018/05/02","2019/11/07","スタッド溶接機におけるスタッドの保留、排出装置","トヨタ自動車株式会社,日本スタッドウェルディング株式会社","B23K9/20@F,B23K11/00,530,B23K11/14,315","特開2019-193945","","特許7017683","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-193945/7DC1E16B9DBEA2528AFD989BE180C265BE1F2ED6ABB500937296478A88841C3E/11/ja"
"特開2019-190175","特願2018-086054","2018/04/27","2019/10/31","プレキャスト合成スラブ並びにプレキャスト合成スラブと梁材との接合方法及び接合構造","積水ハウス株式会社,日鐵住金建材株式会社","E04B5/02@C,E04B1/58,602","特開2019-190175","","特許7240102","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-190175/F801F5580DB71ABE786F7C51D998CD479902C87138A2118B06E922A57AEE7AFE/11/ja"
"特開2019-190109","特願2018-083227","2018/04/24","2019/10/31","鉄骨梁の横補剛構造","国立大学法人東京工業大学,三井住友建設株式会社","E04B1/24@E,E04C3/06,E04B1/24@F,E04B1/48@A","特開2019-190109","","特許7072773","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-190109/1713E8A44D9DED779DA5BFA39FAEC824DF8E07D9602B52754E2703923914DDE4/11/ja"
"特開2019-183505","特願2018-075613","2018/04/10","2019/10/24","仮舗装版、仮舗装構造、及び仮舗装構造構築方法","株式会社ＮＩＰＰＯ,株式会社横河ブリッジ","E01C9/08@Z","特開2019-183505","","特許6896981","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-183505/4DB2CA8EA2890DDEC42D0B9C311F64E1A6677AFA2EC6531CBD3EA679A69A3DDC/11/ja"
"特開2019-171464","特願2018-066088","2018/03/29","2019/10/10","スタッド溶接方法および接合体","日新製鋼株式会社","B23K9/20@A,B23K9/20@G","特開2019-171464","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-171464/416CB64D7BC9E9FBB2ACE8851E552DF4D4FB72C4F79DBFA227CBA655C0451CA1/11/ja"
"特開2019-152097","特願2019-096558","2019/05/23","2019/09/12","硬化ライニング材のライナーを固定する固定アセンブリ、該固定アセンブリと共の使用に適したフェルール、さらにフェルールホルダーを含む固定取り付けアセンブリ、および該固定アセンブリの使用","シリコン　ホールディング　ビー．ブイ．","E04B1/48@C","特開2019-152097","","特許6979982","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-152097/3D78E59C6B459AC6835D8F83528849161F7CCD8EE25FA82885219F2F6FFBD150/11/ja"
"特開2019-150874","特願2019-031117","2019/02/25","2019/09/12","溶接条件作成装置及び溶接条件作成方法","株式会社向洋技研","B23K11/24,394,G05B19/418@Z,G06F16/21,G16Y10/25,G06F16/00","特開2019-150874","","特許6709422","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-150874/23B572AB5250D50EEDE8BF11AC4332A58DB5F22C284FBCEAA72D58EB046DC703/11/ja"
"特開2019-141907","特願2019-023165","2019/02/13","2019/08/29","スタッドを保持するための保持装置及び接合ヘッド","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B23K9/20@E,B23K9/20@F","特開2019-141907","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-141907/E29ABD084B8B25DC1347CE0BD3B3B260DAD6DD209CCBCFAAD4CE0368DB833917/11/ja"
"特開2019-141870","特願2018-027266","2018/02/19","2019/08/29","溶接補修方法及び容器","三菱電機株式会社","B23K31/00@D,B23K31/00@F","特開2019-141870","","特許6973159","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-141870/B8A4E265A46ECC4E56011C748A687CEE54190DB025FB76B12310FA63ABBE6AA9/11/ja"
"特開2019-127929","特願2018-011702","2018/01/26","2019/08/01","作業機の防油構造","北越工業株式会社","F04B39/12@G,F04B39/00,101@T,F04B39/02@C","特開2019-127929","","特許7041531","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-127929/820F6E0EBB9DCB94D3E4D469AB767D6422AA86E0D147630FBD3A74E7D61883BD/11/ja"
"特開2019-124118","特願2019-072414","2019/04/05","2019/07/25","摩耗アセンブリ取外しおよび取付け","エスコ・グループ・エルエルシー","E02F9/28@Z","特開2019-124118","","特許6709306","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-124118/141D2183B1C2FB2EFDF82DBED2FE1F2F89768922CBB40B43CE182A18A1A409CF/11/ja"
"特開2019-116794","特願2017-251578","2017/12/27","2019/07/18","鉄骨梁接合構造","大和ハウス工業株式会社","E04B1/24@Q,E04B1/58,506@F","特開2019-116794","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-116794/8D447BFA07E1E01D60B9A63CFCE79A3FFB34AA4BE031A494574350188FA26297/11/ja"
"特開2019-114646","特願2017-246529","2017/12/22","2019/07/11","作業装置","パナソニックＩＰマネジメント株式会社","H05K13/04@Z","特開2019-114646","","特許7155519","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-114646/D2BE464F7F3E93EE9ED794B325A041942AC1F544434B316874AD5D520DBB95F8/11/ja"
"特開2019-107674","特願2017-242681","2017/12/19","2019/07/04","スタッド溶接方法及びスタッド溶接装置並びにスタッド溶接物の検査方法","株式会社タイルメント","B23K9/20@A,B23K9/20@D,B23K11/00,530","特開2019-107674","","特許6886707","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-107674/19ADD91030AFC0C15659F9BDE41E293A8DB5C2506C037D12D67FA259F6E89275/11/ja"
"特開2019-095002","特願2017-226110","2017/11/24","2019/06/20","ブレーキディスクおよびそれの製造方法","トヨタ自動車株式会社","F16D65/12@R,F16D65/12@M,F16D65/12@U,B21K1/32@A,B23K20/12@G","特開2019-095002","","特許6946973","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-095002/95710A1C4D24526ADCC49B22FCC825564038A0B264DCE7A05B69489989757B2A/11/ja"
"特開2019-094654","特願2017-223732","2017/11/21","2019/06/20","鉄骨梁の耐火構造","トヨタホーム株式会社","E04B1/94@N,E04B1/94@D","特開2019-094654","","特許7010466","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-094654/FA38DCA42C1BCF11AE348A30AC1F666C0E8446EB954F19BCB5EE203D1D07B9E0/11/ja"
"特開2019-090278","特願2017-221138","2017/11/16","2019/06/13","コンクリート構造物の隅角部構造","ＪＦＥスチール株式会社,一般財団法人先端建設技術センター,株式会社ＩＨＩインフラシステム,株式会社フジタ,株式会社安藤・間,株式会社奥村組,佐藤工業株式会社,清水建設株式会社,東急建設株式会社,日本ヒューム株式会社,飛島建設株式会社","E01D19/02,E04C5/18,105,E04B1/30@C,E04C3/36","特開2019-090278","","特許6585143","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-090278/8790E38E19001E31142B85A710B61F7D953E68405EA4F8A985B105883C59D95C/11/ja"
"特開2019-084487","特願2017-213883","2017/11/06","2019/06/06","粉砕機及び粉砕機の運用方法","三菱日立パワーシステムズ株式会社,三菱重工業株式会社","B02C15/04","特開2019-084487","","特許7171177","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-084487/E49763E0FB7E7782E6E7C15720A2347B61DF5B96A7D8021821ED48E448551114/11/ja"
"特開2019-078143","特願2017-208132","2017/10/27","2019/05/23","耐火被覆構造","株式会社万象ホールディングス,鹿島建設株式会社","E04B1/94@D,E04B1/94@E,E04B1/94@T","特開2019-078143","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-078143/C3FC53C8F9ABD42CDBA6A128F906E03F4C764664AC7FCC5F47C97F2C1FE86930/11/ja"
"特開2019-063839","特願2017-194184","2017/10/04","2019/04/25","接合材用溶接ユニット","トヨタ自動車株式会社","B23K9/20@A,B23K9/235@Z,B23K9/23@H,B23K9/02@S","特開2019-063839","","特許7020040","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-063839/8139C21EE3B7DD0E9E0997A7E9DC9CEF226D8C4EB06A2453A803F04D4C4D1607/11/ja"
"特開2019-052424","特願2017-175139","2017/09/12","2019/04/04","ＰＣａ版の継手構造及びその構築方法","オリエンタル白石株式会社","E01D19/12,E01D21/00@B,E02B3/06","特開2019-052424","","特許6995539","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-052424/43411C566BA6A3DF982FB9E4A24103578AEC0353613801A01E0D5B0FF72B8A36/11/ja"
"特開2019-051336","特願2018-202696","2018/10/29","2019/04/04","微小疱皮膚移植","ケーシーアイ　ライセンシング　インコーポレイテッド","A61B17/3205,A61B17/322","特開2019-051336","","特許6665257","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-051336/36D717476946F8D5DCE67E16319F0BFED70E79B60EFAEB8C606D279B7E2E6400/11/ja"
"特開2019-039709","特願2017-160227","2017/08/23","2019/03/14","埋込金物の健全性診断方法","原子燃料工業株式会社,日本原燃株式会社","G01N29/12,G01N29/04,G01N29/14,G01N29/30","特開2019-039709","","特許6890067","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-039709/12051A6D7C4699F1F5C330088227F7A03777930A0AEB3652AFE6E70F2A6F8705/11/ja"
"特開2019-038031","特願2017-176181","2017/08/28","2019/03/14","スタッド溶接電極の固定構造","一文機工株式会社","B23K9/20@D,B23K11/00,530","特開2019-038031","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-038031/7FCC22D185D918A5DF0764B411594DA9A994B3561DC43D36CAE71602C8C6585A/11/ja"
"特開2019-031807","特願2017-152403","2017/08/07","2019/02/28","耐火壁構造","トヨタホーム株式会社","E04B1/94@D,E04B1/94@L,E04B2/56,645@F,E04B2/56,651@C","特開2019-031807","","特許6909094","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-031807/DF78196F367A2F7F848210D1E1517C7C87069F709B0D52A975CE31824E7FEA3C/11/ja"
"特表2020-530080","特願2020-529085","2018/07/26","2019/02/07","自動化およびロボット化された建設システムおよび建設方法","ヘルマン　ベセリル　エルナンデス","E04G21/16,E04B1/18@Z,B25J13/00@Z","特表2020-530080","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-530080/F14CCE76ABD934D0CCAF6045E6F1D3E483A9459690E6DD3DC177459D9272F86A/11/ja"
"特開2019-019629","特願2017-141112","2017/07/20","2019/02/07","耐火壁構造及び耐火壁構造の施工方法","トヨタホーム株式会社","E04B1/94@L,E04B1/94@E","特開2019-019629","","特許6930870","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-019629/FCBB3CC52C311FB9776DE8D67C86A8320960A80516F01CB9EC9CBD9DCEB22F38/11/ja"
"特開2018-204356","特願2017-112453","2017/06/07","2018/12/27","鋼合成桁の補強方法","ショーボンド建設株式会社","E01D22/00@B","特開2018-204356","","特許6969909","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-204356/745BAD455D1C147593C0EC7D2343FE78608DF28ECE28466F96D545AAD0A00C81/11/ja"
"特開2018-195445","特願2017-098100","2017/05/17","2018/12/06","二次電池の製造方法および二次電池","株式会社村田製作所","H01M10/04@Z,H01M2/04@A,H01M2/06@A,H01M10/0585,H01M2/26@Z,H01M50/103,H01M50/119,H01M50/15,H01M50/159,H01M50/46","特開2018-195445","","特許6907694","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-195445/51248C4AEA1E2DCBB87A33F04B022AEC943D0C205A79DBD3C03B624CAC807665/11/ja"
"特開2018-167294","特願2017-066741","2017/03/30","2018/11/01","レーザ加工装置、及び板材加工方法","村田機械株式会社","B23K26/00@B,B23K26/359,B23K26/57","特開2018-167294","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-167294/3BB57719FB5F8B6E2E76630FA574EAB6CC57C424DD118444FE2E062C84DA26D7/11/ja"
"特開2018-156870","特願2017-053724","2017/03/17","2018/10/04","接点部材、及び接点対","住友電気工業株式会社","H01H1/021,H01R13/03@A,H01R3/00,H01H1/06@J","特開2018-156870","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-156870/C92EB2805D1832625EC524FF0745526A9A4AA3672456691EA66AA4E66D276122/11/ja"
